hab_section|hab_wikipage|pri_wikipage|type|text
4.4.2|Spruce-Fir Forest|NCWAP 2015 Monitoring Priority 542|monitoring|Establish mechanisms for monitoring the distribution and condition of spruce–fir habitats over time.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Monitoring Priority 543|monitoring|Monitor phenology of priority species and spruce–fir communities in relation to climate change.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Monitoring Priority 544|monitoring|Monitor microhabitat and microclimate characteristics in spruce–fir salamander communities in relation to climate change.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Management Practices Priority 545|management practices|Develop and/or implement techniques for managing pure spruce stands to include habitat components of the entire spruce–fir/northern hardwood community (i.e., thinning).
4.4.2|Spruce-Fir Forest|NCWAP 2015 Management Practices Priority 546|management practices|Test silvicultural techniques to reintroduce spruce into formerly disturbed areas that have regenerated in northern hardwood or Northern Red Oak communities (i.e., thinning and underplanting).
4.4.2|Spruce-Fir Forest|NCWAP 2015 Management Practices Priority 547|management practices|Protect spruce–fir communities from wildfire, as this is an important action that can be taken to save the remnants of these communities.
4.4.2|Spruce-Fir Forest|NCWAP 2015 Conservation Programs And Partnerships Priority 548|conservation programs and partnerships|Eliminate or minimize negative effects of future development in state and federal government holdings (state and federal parks, [[USDA Forest Service
4.4.2|Spruce-Fir Forest|NCWAP 2015 Conservation Programs And Partnerships Priority 549|conservation programs and partnerships|Acquire additional acreage of spruce–fir habitat through purchase, conservation easement, or other perpetual management agreements (particularly in the Plott Balsams and Black/Craggy Mountains).
4.2.11|Stream Swamps|NCWAP 2015 Surveys Priority 550|surveys|Determine the components of foraging bat communities along rivers.
4.2.11|Stream Swamps|NCWAP 2015 Surveys Priority 551|surveys|Establish species-specific surveys to improve our knowledge of the status and distribution of the Least Bittern, American Bittern, Yellow Rail, and Black Rail at all times of the year (Conway et al. 2004).
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 552|research|Verify the genetic makeup of the Sandhills Salamander, which has yet to be formally described.
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 553|research|Examine the extent and impact of exotic species introductions; conduct research on effective control measures for the most problematic exotics.
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 554|research|Conduct research on fire management in marsh habitats to determine optimal frequency, timing, and firing techniques (e.g., flanking fire, back fire) to benefit priority birds.
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 555|research|Conduct a systematics study to differentiate between the two subspecies of Least Shrew.
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 556|research|Examine habitatuse and conduct nesting habitatresearch on the Black Rail and then on other marshbirds using telemetry (Bogner and Baldassarre 2002).
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 557|research|Investigate the past, current, and potential future impact of Nutria.
4.2.11|Stream Swamps|NCWAP 2015 Research Priority 558|research|Investigate the effect of Beaver ponds on downstream movement of pollutants (toxins and sediment).
4.2.11|Stream Swamps|NCWAP 2015 Monitoring Priority 559|monitoring|Monitor water quality below large agricultural farms (including livestock and poultry operations).
4.2.11|Stream Swamps|NCWAP 2015 Monitoring Priority 560|monitoring|Establish mist net stations for passerine birds in this habitattype at all times of the year.
4.2.11|Stream Swamps|NCWAP 2015 Management Practices Priority 561|management practices|The best benefit for Coastal Plain riverine aquatic communities would be to maintain and enhance riparian buffers.
4.2.11|Stream Swamps|NCWAP 2015 Management Practices Priority 562|management practices|Determine the impacts of snagging (removing woody debris after storms) on wildlife populations.
4.2.11|Stream Swamps|NCWAP 2015 Management Practices Priority 563|management practices|Explore techniques for restoration of tidal swamp forest and wetlands.
4.2.11|Stream Swamps|NCWAP 2015 Management Practices Priority 564|management practices|Explore the biological controls recommended for some aquatic plants species, as they can be a problem, particularly in impounded waters and in slower moving waters.
4.4.17|Successional Communities|NCWAP 2015 Surveys Priority 565|surveys|Conduct surveys for species associated with successional habitats, including species for which current distribution information is already available or for species that are considered common (e.g., Eastern Meadowlark, Blue Grosbeak, Eastern Cottontail).
4.4.17|Successional Communities|NCWAP 2015 Surveys Priority 566|surveys|Continue surveys for all amphibian species associated with small wetland communities, but especially the Mole Salamander, Eastern Tiger Salamander, Dwarf Salamander, and Four-toed Salamander.
4.4.17|Successional Communities|NCWAP 2015 Surveys Priority 567|surveys|Gather better information about the status and distribution of more common species associated with Piedmont wetland habitats (e.g., the Three-lined Salamander, Common Ribbonsnake).
4.4.17|Successional Communities|NCWAP 2015 Research Priority 568|research|Research and identify important wildlife crossing areas; evaluate connectivity issues between intact and fragmented habitats used by priority species; work with partners to improve crossing and connectivity.
4.4.17|Successional Communities|NCWAP 2015 Research Priority 569|research|Focus habitat use studies on bats and small mammals to clarify how small mammals and bats use early succession habitats.
4.4.17|Successional Communities|NCWAP 2015 Research Priority 570|research|Study the efficacy and practicality of toad tunnels and other wildlife crossings that allow passage under roadways and help maintain connectivity between wetland metapopulations.
4.4.17|Successional Communities|NCWAP 2015 Research Priority 571|research|Determine minimum upland buffers required to sustain at-risk amphibian populations.
4.4.17|Successional Communities|NCWAP 2015 Monitoring Priority 572|monitoring|Develop long-term monitoring strategies to document population trends, from which conservation strategies can be specifically designed to target those species.
4.4.17|Successional Communities|NCWAP 2015 Monitoring Priority 573|monitoring|Expand and/or target monitoring systems to assess current population status and trend information for all wildlife species associated with this habitat.
4.4.17|Successional Communities|NCWAP 2015 Monitoring Priority 574|monitoring|Monitor amphibian populations to detect incidence of fungal and viral infections (e.g., iridoviruses, chytridiomycosis).
4.4.17|Successional Communities|NCWAP 2015 Research Priority 575|research|Investigate Nutria population densities, population growth rates, dispersal range, and extent of property damage from burrowing and herbivory.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 576|management practices|Maintain and restore connections between habitat blocks, not only to allow adjustments in range in response to climate change, but to maintain genetic connectivity, population resilience, and adaptability more generally.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 577|management practices|Develop transportation facilities that utilize longer bridges at streams and wetlands to minimize impacts (and thereby reduce mitigation requirements) and provide crossing options for wildlife that often travel riparian corridors. Wildlife underpasses should be constructed for all new highway projects, as these reduce wildlife–vehicle collisions, conserve important travel corridors, and provide linkages for bear populations and many other wildlife species.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 578|management practices|Limit the development of roads or other infrastructure within large unfragmented blocks, as this would promote the development of denser human settlement or create connectivity barriers through fragmentation.
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 579|conservation programs and partnerships|Work cooperatively with other agencies to define sustainable forestry criteria for biomass production.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 580|management practices|Allow Beaver pond complexes to develop in natural areas where direct impacts to rare species are not at issue.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 581|management practices|Work with partners to develop property tax incentives to mitigate damages suffered by landowners.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 582|management practices|Explore management strategies to eradicate undesirable species, such as bullfrogs, from wetlands.
4.4.17|Successional Communities|NCWAP 2015 Management Practices Priority 583|management practices|Maintain sufficient surrounding habitat for seasonal wetlands in order to support the life history requirements of amphibian and reptile populations. Every effort should be made to maintain continuous gradients between wetland and upland sites; roads, agriculture, or forestry operations between complimentary sites may render them ineffective at supporting amphibian and reptile populations (Bailey et al. 2004).
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 584|conservation programs and partnerships|Protect existing large blocks of habitat and restore connections between these blocks, as this will not only benefit the species in this group, but will enhance the viability of the state's native biodiversity overall.
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 585|conservation programs and partnerships|Protect smaller tracts that are situated between blocks so they can function as a corridor between conservation sites.
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 586|conservation programs and partnerships|In the Coastal Plain, give a high priority to protecting movement corridors that allow inland migration away from inundating areas along the sounds and seacoast.
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 587|conservation programs and partnerships|Over the state as a whole, give a high priority to restoring connections that are lost due to construction of four-lane highways and other roads that create near-impassible barriers for all animals except those capable of flight.
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 588|conservation programs and partnerships|Preserve riparian buffers and floodplains, especially where clearcutting near wetlands causes higher solar radiation and an increase in probability of wetlands drying out.
4.4.17|Successional Communities|NCWAP 2015 Conservation Programs And Partnerships Priority 589|conservation programs and partnerships|Place a high priority on protecting wetlands and adjacent uplands through acquisition or easement.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Surveys Priority 590|surveys|Investigate the status and distribution of species associated with Piedmont wetland habitats (e.g., Three-lined Salamander, Common Ribbonsnake).
4.3.9|Upland Pools and Depressions|NCWAP 2015 Surveys Priority 591|surveys|Survey for all amphibian species associated with small wetland communities.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Research Priority 592|research|Determine minimum upland buffers required to sustain at-risk amphibian populations.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Management Practices Priority 593|management practices|Explore management strategies to eradicate undesirable species, such as bullfrogs, from wetlands.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Research Priority 594|research|Study the efficacy and practicality of “toad tunnels” and other wildlife crossings that allow passage under roadways and help maintain connectivity between wetland metapopulations.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Research Priority 595|research|Investigate minimum hydroperiods needed by priority amphibian species that utilize ephemeral pools and wetlands. Results can be used to determine when supplemental measures or intervention is needed to support breeding periods and metamorphosis during drought periods.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Monitoring Priority 596|monitoring|Determine population trends and persistence of small wetland breeding amphibian populations, particularly Mole Salamander, Eastern Tiger Salamander, Dwarf Salamander, and Four-toed Salamander.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Monitoring Priority 597|monitoring|Monitor amphibian populations to detect incidence of fungal and viral infections (e.g., iridoviruses, chytridiomycosis).
4.3.9|Upland Pools and Depressions|NCWAP 2015 Management Practices Priority 598|management practices|Employ hydrological restoration methods such as plugging ditches where ditches are affecting the hydrology of the pools.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Management Practices Priority 599|management practices|Promote the adoption of agricultural and forestry best management practices (BMPs) that reduce run-off, erosion, and pollution. The federal Farm Bill and other cost share programs provide incentives for land stewards to adopt these practices.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Conservation Programs And Partnerships Priority 600|conservation programs and partnerships|Make every effort to maintain continuous gradients between wetland and upland sites; roads, agriculture, or forestry operations between complimentary sites may render them ineffective at supporting amphibian and reptile populations (Bailey et al. 2004; NCWRC 2005).
4.3.9|Upland Pools and Depressions|NCWAP 2015 Conservation Programs And Partnerships Priority 601|conservation programs and partnerships|Provide for habitat connectivity between nearby upland pools and other wetlands or surface waters.
4.3.9|Upland Pools and Depressions|NCWAP 2015 Conservation Programs And Partnerships Priority 602|conservation programs and partnerships|Place high priority on protecting wetlands and adjacent uplands through acquisition or easement.
4.3.10|Upland Seepages and Spray Cliffs|NCWAP 2015 Research Priority 603|research|Perform genetic studies to determine the degree of gene flow or degree of isolation between populations and to assess overall population health for species restricted to this habitat.
4.3.10|Upland Seepages and Spray Cliffs|NCWAP 2015 Research Priority 604|research|Document how priority species are utilizing the habitat and whether specific hydrological and biological requirements are being met under current management regimes.
4.3.10|Upland Seepages and Spray Cliffs|NCWAP 2015 Management Practices Priority 605|management practices|Specific management needs include the control of woody encroachment and succession, the maintenance (and where necessary, restoration) of natural surface water and groundwater hydrology (using ditch plugs, temporary dams, level spreaders, or other engineering devices), the restoration of herbaceous vegetation, and the prohibition of take of rare bog-related species (e.g., Bog Turtle).
4.3.10|Upland Seepages and Spray Cliffs|NCWAP 2015 Conservation Programs And Partnerships Priority 606|conservation programs and partnerships|Actively pursue acquisition of conservation ownership of mountain bogs in concert with state and federal agency partners as well as private conservation partners.
4.2.5|Warmwater Streams|NCWAP 2015 Surveys Priority 607|surveys|Conduct surveys to detect presence and collect life history and abundance data for freshwater snails and crayfish, as there is limited information available on these species.
4.2.5|Warmwater Streams|NCWAP 2015 Research Priority 608|research|Gain a broad community-level perspective to simplify the in-stream flow assessments associated with hydropower projects. Research is needed to develop habitatsuitability criteria to aid in the assessments (Lobb and Orth 1991).
4.3.11|Wet Pine Savannas|NCWAP 2015 Research Priority 609|research|Determine better ways to construct fire lines and better ways to burn around populated areas where smoke would otherwise be a concern when burning.
4.3.11|Wet Pine Savannas|NCWAP 2015 Research Priority 610|research|Determine how to effectively restore altered portions of this habitat type and develop methods to manage them without fire.
4.3.11|Wet Pine Savannas|NCWAP 2015 Monitoring Priority 611|monitoring|Initiate long-term monitoring once baseline surveys have been conducted. Focus should begin with herpetofauna and bird species in decline, or for which little is known about the population fluctuations and demographics.
4.3.11|Wet Pine Savannas|NCWAP 2015 Management Practices Priority 612|management practices|Establish examples of well-maintained and burned savannas as demonstration sites for landowners to emulate. Burning should be accomplished without placing firelines in transition zones from uplands to wetlands and with the fire allowed to burn through transition zones.
4.3.11|Wet Pine Savannas|NCWAP 2015 Management Practices Priority 613|management practices|Habitat restoration should primarily occur through growing season prescribed burning, to develop and maintain the herbaceous layer and open pine stands. Where growing season burns cannot be administered, winter burns can be constructive. Burning should be accomplished without placing firelines in transition zones from uplands to wetlands and with the fire allowed to burn through transition zones.
4.3.11|Wet Pine Savannas|NCWAP 2015 Management Practices Priority 614|management practices|Snags should be retained during logging operations to increase the numbers available for cavity-using wildlife species.
4.3.11|Wet Pine Savannas|NCWAP 2015 Management Practices Priority 615|management practices|Maintain sufficient levels of woody debris in stands for reptiles, amphibians, and small mammals.
4.3.11|Wet Pine Savannas|NCWAP 2015 Management Practices Priority 616|management practices|Create borrow sites or ponds for breeding use by amphibians. Otherwise, amphibians are scarce in most flatwoods and savannas devoid of pools or open water.
4.3.11|Wet Pine Savannas|NCWAP 2015 Management Practices Priority 617|management practices|Watch for arrival of Cogon Grass and other new invaders and control promptly.
